partition,source_record_id,component_id,source_count,candidate_count,source_total_minor,candidate_total_minor,allocated_total_minor,remaining_minor,currency,cardinality,allocation_valid,duplicate_detected,conservation_valid,control_status
DEV,GATEWAY-GWY-764C276E,BANK-BNK-022150F4+GATEWAY-GWY-764C276E+INVOICE-INV-76B24226,2,1,15993696,8219938,8219938,7773758,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-DDDD14F4,BANK-BNK-10701DC7+GATEWAY-GWY-DDDD14F4+INVOICE-INV-8953B120,2,1,35496916,18243590,18243590,17253326,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-B86EA002,BANK-BNK-B86EA002+GATEWAY-GWY-5FBA94DB+INVOICE-INV-39BAF4C4,2,1,12020448,6177891,6177891,5842557,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-60AF089A,GATEWAY-GWY-5355FA65+INVOICE-INV-60AF089A,1,1,7422484,7629550,7629550,207066,INR,0B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-7D178A87,BANK-BNK-7D178A87+GATEWAY-GWY-55E8CD96+INVOICE-INV-ADDCA35C,2,1,22867020,11752472,11752472,11114548,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-6075AB3D,BANK-BNK-65773035+GATEWAY-GWY-6075AB3D+INVOICE-INV-794460F4,2,1,5154162,2648974,2648974,2505188,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-A5A7B9ED,GATEWAY-GWY-A5A7B9ED+INVOICE-INV-3957E7DA,1,1,1378904,1417372,1417372,38468,INR,0B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-2906900B,BANK-BNK-16333D11+GATEWAY-GWY-2906900B+INVOICE-INV-DC33964B,2,1,28894326,14850198,14850198,14044128,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-F889D8AC,BANK-BNK-F889D8AC+GATEWAY-GWY-7844C9C9,2,0,15445574,0,0,15445574,INR,1B:1G:0I,False,False,False,PASS
DEV,INVOICE-INV-0DF882A1,BANK-BNK-E39F351D+GATEWAY-GWY-01DC15E9+INVOICE-INV-0DF882A1,2,1,12045954,6191001,6191001,5854953,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-4A78EFAC,BANK-BNK-1815FF0A+GATEWAY-GWY-BE2CC1C9+INVOICE-INV-4A78EFAC,2,1,33817330,17380368,17380368,16436962,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-41546D08,BANK-BNK-41546D08+GATEWAY-GWY-4FD29AAA+INVOICE-INV-4E93F322,2,1,29929518,15382232,15382232,14547286,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-97F18E62,BANK-BNK-97F18E62+GATEWAY-GWY-358A9058,2,0,7808468,0,0,7808468,INR,1B:1G:0I,False,False,False,PASS
DEV,INVOICE-INV-2A571208,GATEWAY-GWY-2A0F19EF+INVOICE-INV-2A571208,1,1,11554638,11876980,11876980,322342,INR,0B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-3FC2F02B,BANK-BNK-1C4B9A7F+GATEWAY-GWY-979416DF+INVOICE-INV-3FC2F02B,2,1,30588188,15720755,15720755,14867433,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-74D34282,BANK-BNK-78135D3E+GATEWAY-GWY-6AB9D14F+INVOICE-INV-74D34282,2,1,20497386,10534602,10534602,9962784,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-EA47FF23,BANK-BNK-EA47FF23+GATEWAY-GWY-76B32918+INVOICE-INV-5963606C,2,1,14410152,7406077,7406077,7004075,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-1CF64A5D,BANK-BNK-663E0640+GATEWAY-GWY-E24A7E98+INVOICE-INV-1CF64A5D,2,1,36947966,18989354,18989354,17958612,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-D78749E1,BANK-BNK-D78749E1+GATEWAY-GWY-B470D532+INVOICE-INV-5611569A,2,1,2595230,1333815,1333815,1261415,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-A95D732C,BANK-BNK-59A3BCF0+GATEWAY-GWY-15B4B821+INVOICE-INV-A95D732C,2,1,2476844,1272970,1272970,1203874,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-E81FA72B,BANK-BNK-EC277A92+GATEWAY-GWY-0C82AB31+INVOICE-INV-E81FA72B,2,1,19994784,10276291,10276291,9718493,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-EEA0DD0A,BANK-BNK-9EB02418+GATEWAY-GWY-0036CFB1+INVOICE-INV-EEA0DD0A,2,1,28304460,14547037,14547037,13757423,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-920FEBC7,BANK-BNK-3DF0590C+GATEWAY-GWY-23268130+INVOICE-INV-920FEBC7,2,1,5253488,2700023,2700023,2553465,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-D5E41BF8,BANK-BNK-A22C43A5+GATEWAY-GWY-7C0E2F38+INVOICE-INV-D5E41BF8,2,1,19188368,9861834,9861834,9326534,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-5CCB46A5,BANK-BNK-FCCE9275+GATEWAY-GWY-5CCB46A5+INVOICE-INV-21DBE489,2,1,8750404,4497258,4497258,4253146,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-C9D5983E,BANK-BNK-6DD8C481+GATEWAY-GWY-C9D5983E+INVOICE-INV-5F8679D5,2,1,37910498,19484046,19484046,18426452,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-6AAD3A1C,BANK-BNK-D05F2CB1+GATEWAY-GWY-A31D189B+INVOICE-INV-6AAD3A1C,2,1,8141278,4184199,4184199,3957079,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-B2FA5639,BANK-BNK-587BD3D3+GATEWAY-GWY-D49851D0+INVOICE-INV-B2FA5639,2,1,34017290,17483137,17483137,16534153,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-976266C6,BANK-BNK-3C933567+GATEWAY-GWY-976266C6+INVOICE-INV-D620F9FB,2,1,5679570,2919007,2919007,2760563,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-CD61C529,BANK-BNK-2D038254+GATEWAY-GWY-CD61C529+INVOICE-INV-45DCB31D,2,1,14442982,7422950,7422950,7020032,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-F98D4557,BANK-BNK-6309E87E+GATEWAY-GWY-F98D4557+INVOICE-INV-D4462BE5,2,1,7014690,3605189,3605189,3409501,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-F4C1E21E,BANK-BNK-F4C1E21E+GATEWAY-GWY-894D2868+INVOICE-INV-FD60E350,2,1,9789760,5031433,5031433,4758327,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-C1A06ABA,BANK-BNK-E33CFC4A+GATEWAY-GWY-C2948824+INVOICE-INV-C1A06ABA,2,1,19838512,10195974,10195974,9642538,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-F96621C5,BANK-BNK-F96621C5+GATEWAY-GWY-C61D8153+INVOICE-INV-A592627E,2,1,33105880,17014720,17014720,16091160,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-ECB90D73,BANK-BNK-850FF958+GATEWAY-GWY-164791FD+INVOICE-INV-ECB90D73,2,1,19680832,10114936,10114936,9565896,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-B28FE1FB,BANK-BNK-1D19000C+GATEWAY-GWY-B28FE1FB+INVOICE-INV-C8C6EDD5,2,1,4036450,2074528,2074528,1961922,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-09216EF9,BANK-BNK-09216EF9+GATEWAY-GWY-1B1D331C+INVOICE-INV-CEB93D33,2,1,32623238,16766666,16766666,15856572,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-F6C1C7BB,GATEWAY-GWY-669F7431+INVOICE-INV-F6C1C7BB,1,1,18571887,19089990,19089990,518103,INR,0B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-F6F76758,GATEWAY-GWY-F6F76758+INVOICE-INV-242F009D,1,1,1387577,1426287,1426287,38710,INR,0B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-90F53D84,BANK-BNK-90F53D84+GATEWAY-GWY-F6FF0002,2,0,21387416,0,0,21387416,INR,1B:1G:0I,False,False,False,PASS
DEV,BANK-BNK-E38AA035,BANK-BNK-E38AA035+GATEWAY-GWY-D84BA307,2,0,27488898,0,0,27488898,INR,1B:1G:0I,False,False,False,PASS
DEV,BANK-BNK-4D273188,BANK-BNK-4D273188+GATEWAY-GWY-513AAD58+INVOICE-INV-B9789B8C,2,1,10628724,5462617,5462617,5166107,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-82DEB04B,BANK-BNK-2F288B0A+GATEWAY-GWY-82DEB04B+INVOICE-INV-E8541D8F,2,1,21765718,11186460,11186460,10579258,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-574C4A2E,BANK-BNK-A54CFD86+GATEWAY-GWY-AC9E99E3+INVOICE-INV-574C4A2E,2,1,2629212,1351279,1351279,1277933,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-8BA6BD92,BANK-BNK-32802442+GATEWAY-GWY-8BA6BD92,2,0,14329194,0,0,14329194,INR,1B:1G:0I,False,False,False,PASS
DEV,GATEWAY-GWY-CA78E80C,BANK-BNK-8EACFA37+GATEWAY-GWY-CA78E80C+INVOICE-INV-F3564B55,2,1,10173666,5228741,5228741,4944925,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-FE474751,BANK-BNK-6CF25B2B+GATEWAY-GWY-FE474751+INVOICE-INV-6EAF148E,2,1,38632474,19855104,19855104,18777370,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-6DC5FDEB,BANK-BNK-513163A6+GATEWAY-GWY-6DC5FDEB+INVOICE-INV-4EF9F112,2,1,29314634,15066214,15066214,14248420,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-95D0DA75,BANK-BNK-0588D061+GATEWAY-GWY-95D0DA75+INVOICE-INV-4D49DEB8,2,1,6817188,3503684,3503684,3313504,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-6D27B0F3,BANK-BNK-6B7F5C59+GATEWAY-GWY-640A7B28+INVOICE-INV-6D27B0F3,2,1,33177166,17051357,17051357,16125809,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-17E32FBD,BANK-BNK-17E32FBD+GATEWAY-GWY-EBD85EE6+INVOICE-INV-882B16C4,2,1,21174034,10882364,10882364,10291670,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-8B2E8A10,BANK-BNK-F97392A2+GATEWAY-GWY-8B2E8A10+INVOICE-INV-2CCFE3ED,2,1,17746644,9120862,9120862,8625782,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-2E25ADD6,BANK-BNK-2E25ADD6+GATEWAY-GWY-E6C69635+INVOICE-INV-4C2B0928,2,1,32131444,16513910,16513910,15617534,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-ED75B17C,BANK-BNK-6C17C99C+GATEWAY-GWY-ED75B17C+INVOICE-INV-AB6469A0,2,1,11408274,5863266,5863266,5545008,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-6A5388DF,BANK-BNK-B77DAE3E+GATEWAY-GWY-6A5388DF+INVOICE-INV-E531A512,2,1,13553252,6965675,6965675,6587577,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-9ED0773E,BANK-BNK-9ED0773E+GATEWAY-GWY-23077EB6,2,0,10761618,0,0,10761618,INR,1B:1G:0I,False,False,False,PASS
DEV,INVOICE-INV-ABA043E4,BANK-BNK-1AE39DB5+GATEWAY-GWY-EEE115E1+INVOICE-INV-ABA043E4,2,1,37101888,19068463,19068463,18033425,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-B0E32AB7,BANK-BNK-6CE54AE4+GATEWAY-GWY-67FE6CAD+INVOICE-INV-B0E32AB7,2,1,36055880,18530868,18530868,17525012,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-AEC99620,BANK-BNK-AD2FFB8B+GATEWAY-GWY-AEC99620+INVOICE-INV-10A8E090,2,1,10328026,5308074,5308074,5019952,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-C205844A,BANK-BNK-8C072C56+GATEWAY-GWY-4546971D+INVOICE-INV-C205844A,2,1,28086184,14434854,14434854,13651330,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-EB934F43,BANK-BNK-EB934F43+GATEWAY-GWY-6388C368,2,0,31430502,0,0,31430502,INR,1B:1G:0I,False,False,False,PASS
DEV,GATEWAY-GWY-3B8C1FE7,BANK-BNK-BDC59896+GATEWAY-GWY-3B8C1FE7,2,0,7659960,0,0,7659960,INR,1B:1G:0I,False,False,False,PASS
DEV,GATEWAY-GWY-1E4C20E7,BANK-BNK-5EE768D5+GATEWAY-GWY-1E4C20E7+INVOICE-INV-5B10A3CB,2,1,18604334,9561670,9561670,9042664,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-1E7C1761,BANK-BNK-2AB82B40+GATEWAY-GWY-1807BD2C+INVOICE-INV-1E7C1761,2,1,6088024,3128931,3128931,2959093,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-499343E9,BANK-BNK-499343E9+GATEWAY-GWY-470A19B3+INVOICE-INV-C351BE6D,2,1,31423258,16149939,16149939,15273319,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-077825A2,BANK-BNK-F593386D+GATEWAY-GWY-077825A2+INVOICE-INV-E58B127C,2,1,34714320,17841375,17841375,16872945,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-4381FD27,BANK-BNK-DFF6A4C4+GATEWAY-GWY-4381FD27+INVOICE-INV-E5C90C15,2,1,38446256,19759398,19759398,18686858,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-B21A97C0,BANK-BNK-3C2F5CE1+GATEWAY-GWY-B21A97C0,2,0,20725146,0,0,20725146,INR,1B:1G:0I,False,False,False,PASS
DEV,BANK-BNK-F47357EC,BANK-BNK-F47357EC+GATEWAY-GWY-65BF56C1+INVOICE-INV-7E104091,2,1,16413878,8435888,8435888,7977990,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-DA44EE15,BANK-BNK-DA44EE15+GATEWAY-GWY-F36A49D8+INVOICE-INV-DE09ACEE,2,1,28913354,14859976,14859976,14053378,INR,1B:1G:1I,False,False,False,PASS
DEV,INVOICE-INV-41DF2987,BANK-BNK-D24FDBBF+GATEWAY-GWY-678EA44D+INVOICE-INV-41DF2987,2,1,27175712,13966918,13966918,13208794,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-108C044F,BANK-BNK-108C044F+GATEWAY-GWY-0DED3AFA,2,0,35497106,0,0,35497106,INR,1B:1G:0I,False,False,False,PASS
DEV,INVOICE-INV-240ED0BE,BANK-BNK-23C31650+GATEWAY-GWY-AC4F4F7F+INVOICE-INV-240ED0BE,2,1,12490190,6419315,6419315,6070875,INR,1B:1G:1I,False,False,False,PASS
DEV,BANK-BNK-69472F93,BANK-BNK-69472F93+GATEWAY-GWY-48E470A3+INVOICE-INV-C838FF81,2,1,33241170,17084252,17084252,16156918,INR,1B:1G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-11F0B46B,BANK-BNK-AB4D513D+GATEWAY-GWY-11F0B46B,2,0,2139698,0,0,2139698,INR,1B:1G:0I,False,False,False,PASS
DEV,INVOICE-INV-88F3A74E,INVOICE-INV-88F3A74E,0,1,0,8516296,8516296,8516296,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-A13BD6D2,INVOICE-INV-0C8B141C,0,1,0,13574421,13574421,13574421,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-CD927047,INVOICE-INV-B72B5E7D,0,1,0,2781929,2781929,2781929,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-803E3C99,INVOICE-INV-C7D7BBF7,0,1,0,2192694,2192694,2192694,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-36772578,INVOICE-INV-36772578,0,1,0,5730902,5730902,5730902,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-462F114F,INVOICE-INV-462F114F,0,1,0,12562367,12562367,12562367,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-EE267BF1,INVOICE-INV-EE267BF1,0,1,0,5148009,5148009,5148009,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-0B22D144,INVOICE-INV-8F634584,0,1,0,12070843,12070843,12070843,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-5288128D,INVOICE-INV-5288128D,0,1,0,17510296,17510296,17510296,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-9BEDA71E,INVOICE-INV-9BEDA71E,0,1,0,14274297,14274297,14274297,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-23F03693,INVOICE-INV-23F03693,0,1,0,5227117,5227117,5227117,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-C83A71A9,INVOICE-INV-C83A71A9,0,1,0,5840109,5840109,5840109,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-F0ACC7A1,INVOICE-INV-F0ACC7A1,0,1,0,11359901,11359901,11359901,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-EE0E840C,INVOICE-INV-9AE888B0,0,1,0,17835445,17835445,17835445,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-C6C944A1,INVOICE-INV-FE9C4E70,0,1,0,16233125,16233125,16233125,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-5A303232,INVOICE-INV-5A303232,0,1,0,6861313,6861313,6861313,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-BDA2180B,INVOICE-INV-BDA2180B,0,1,0,10752170,10752170,10752170,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-7517C909,INVOICE-INV-7517C909,0,1,0,1701038,1701038,1701038,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-3B1565C7,INVOICE-INV-639C559E,0,1,0,15581389,15581389,15581389,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-CD668AA5,INVOICE-INV-CD668AA5,0,1,0,5359112,5359112,5359112,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-254B22CE,INVOICE-INV-254B22CE,0,1,0,343801,343801,343801,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-446FD2A3,INVOICE-INV-446FD2A3,0,1,0,12337224,12337224,12337224,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-1DA73AD6,INVOICE-INV-1DA73AD6,0,1,0,4544551,4544551,4544551,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-0EC5BA44,INVOICE-INV-0EC5BA44,0,1,0,7210930,7210930,7210930,INR,0B:0G:1I,False,False,False,PASS
DEV,BANK-BNK-E38EAA28,INVOICE-INV-F3953F23,0,1,0,5007986,5007986,5007986,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-3BA2F5AE,INVOICE-INV-3BA2F5AE,0,1,0,6091668,6091668,6091668,INR,0B:0G:1I,False,False,False,PASS
